player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Mikele Colasurdo,123851,QB,GA STATE,1,100.0,0,3,175,33.3,3,3,24.7,2.97,0,0,0.0,33.3,1,1,0.0,3,100.0,0,0,,,,62.7,35.6,67.4,,35.8,,,,,,0,0,3,0.0,42.4,0.0,0,0,0,0,0,1,33.3,6,2.0,0.0,2,2,34.0,3.15,0,0,0.0,0.0,0,1,,2,66.7,0,0,,,,61.8,31.4,66.6,,31.8,,,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0,100.0,1,1,6.0,2.6,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.3,60.4,63.6,,60.4,,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.0
Lincoln Kienholz,170256,QB,OHIO STATE,1,66.67,0,3,260,50.0,2,2,14.0,2.6,0,0,0.0,50.0,1,0,0.0,2,66.7,0,1,,,,61.8,62.3,70.7,,61.2,,,,,,0,0,2,,72.9,0.0,0,0,0,0,0,0,0.0,14,7.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,60.1,70.1,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,66.7,3,3,8.7,2.2,0,0,0.0,66.7,2,0,0.0,3,100.0,0,1,,,,62.7,62.5,66.6,,62.3,,,,,,0,0,3,,82.6,0.0,0,0,0,0,0,0,0.0,18,6.0,0,100.0,1,1,-2.0,1.4,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,6.0
JJ Kohl,174674,QB,IOWA STATE,1,-100.0,0,2,193,0.0,1,1,19.0,1.9,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,60.3,58.0,67.4,,57.7,,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,-7.0,1.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,61.5,67.4,,60.6,,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0.0,1,1,19.0,1.9,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,60.3,57.6,63.6,,57.7,,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-7.0,1.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,-6.0
DJ Riles,156596,QB,MIDDLE TN,1,-100.0,0,2,224,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,73.1,85.1,72.1,,,,,76.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,-1.0,1.3,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,72.9,84.3,72.4,,62.6,,,76.1,,,0,0,2,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,2,2,-1.0,1.3,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,-6.5
Jalon Jones,104762,QB,CHARLOTTE,1,0.0,0,2,136,,0,1,,2.55,1,0,0.0,0.0,0,1,,2,100.0,0,0,,,,66.2,50.4,68.6,,55.4,,,56.4,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,,0,1,,2.2,1,0,0.0,0.0,0,0,,1,50.0,0,0,,,,65.9,51.9,68.1,,60.0,,,56.4,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,2.9,0,0,,,0,1,,1,50.0,0,0,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
C.J. Ogbonna,149182,QB,BUFFALO,1,-100.0,0,2,126,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,74.0,77.0,73.1,,,,,70.4,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,-3.0,1.35,0,0,0.0,100.0,2,0,0.0,2,100.0,0,0,,,,73.8,76.9,73.4,,62.6,,,70.4,,,0,0,2,,87.5,0.0,0,0,0,0,0,0,0.0,10,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,2,2,-3.0,1.35,0,0,0.0,100.0,2,0,0.0,2,100.0,0,0,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,87.5,0.0,0,0,0,0,0,0,0.0,10,5.0,-5.0
Johnathan Bennett,104158,QB,LIBERTY,1,0.0,0,2,206,0.0,2,2,31.0,2.7,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,62.7,47.6,68.1,,47.5,,,,,,0,0,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,2,2,31.0,2.7,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,62.7,47.6,68.1,,47.5,,,,,,0,0,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Ben Brittain,125262,QB,AIR FORCE,1,0.0,0,2,101,0.0,2,2,28.5,2.5,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,61.8,23.0,65.5,,23.4,,,,,,0,2,2,0.0,0.0,0.0,0,0,0,0,0,2,100.0,0,0.0,0.0,2,2,28.5,2.5,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,61.8,23.0,65.5,,23.4,,,,,,0,2,2,0.0,0.0,0.0,0,0,0,0,0,2,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
John Mateer,158516,QB,WASH STATE,1,-100.0,0,2,341,,0,0,,2.8,0,0,,,0,0,,1,50.0,0,1,,,,60.3,69.2,63.6,,,,,64.0,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,100.0,1,1,-3.0,1.95,0,0,0.0,100.0,1,0,0.0,2,100.0,0,1,,,,61.8,71.3,65.5,,60.6,,,64.0,,,0,0,2,,83.3,0.0,0,1,0,0,0,0,0.0,4,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-3.0,1.1,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,-4.0
Israel Carter,175310,QB,USF,1,0.0,0,1,327,,0,1,,3.7,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,63.7,52.2,66.1,,60.0,,,57.5,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,62.5,56.0,63.5,,,,,57.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.7,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.3,56.5,64.1,,60.0,,,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Timmy McClain,144488,QB,UCF,1,100.0,0,1,323,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,65.5,54.5,68.9,,,,,56.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,65.5,54.5,68.9,,,,,56.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-2.0,1.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-2.0,1.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
Phil Mafah,144123,HB,CLEMSON,1,0.0,0,1,140,100.0,1,1,-3.0,2.6,0,0,0.0,0.0,0,1,100.0,1,100.0,1,0,,,24.5,75.8,67.6,75.8,,60.4,43.3,,71.7,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,16.4,75.8,66.3,74.4,,,33.1,,71.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-3.0,2.6,0,0,0.0,0.0,0,1,100.0,1,100.0,1,0,,,66.7,62.4,64.4,72.2,,60.4,69.3,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,59.1,67.3,,,56.8,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Isaiah Hankins,144532,K,BAYLOR,1,0.0,0,1,118,100.0,1,1,17.0,1.9,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,,60.3,85.4,60.0,,75.4,,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,17.0,1.9,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,,60.3,85.4,60.0,,75.4,,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Devin Neal,144558,HB,KANSAS,1,0.0,0,1,198,0.0,1,1,11.0,2.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,70.7,76.4,62.9,77.6,,56.6,55.6,,67.8,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,11.0,2.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,66.7,76.4,63.9,77.1,,56.6,55.4,,67.8,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,61.0,57.1,70.0,,,58.3,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Mario Williams,144620,WR,USC,1,-100.0,0,1,326,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,56.1,72.7,,,56.5,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-8.0,3.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,58.3,72.5,,60.4,57.3,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,57.8,65.9,,,58.8,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-8.0,3.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,61.9,63.4,,60.4,,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,-15.0
Bucky Irving,144970,HB,OREGON,1,0.0,0,1,264,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,76.3,76.8,73.3,76.7,,,70.6,,72.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,76.3,76.8,73.2,76.8,,,69.7,,72.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-5.0,2.4,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,66.7,62.4,64.8,68.6,,60.4,73.5,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-5.0,2.4,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,66.7,62.4,64.6,68.8,,60.4,69.2,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
Jordan Moore,143865,WR,DUKE,1,0.0,0,1,154,,0,0,,6.4,0,0,,,0,1,,1,100.0,0,0,,,53.4,68.5,71.5,79.6,,60.0,76.4,,53.7,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,6.4,0,0,,,0,1,,1,100.0,0,0,,,39.5,67.5,60.3,79.4,,60.0,65.2,,53.7,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,73.1,64.1,91.8,69.7,,,89.3,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Blake Boda,175800,QB,COAST CAR,1,-100.0,0,1,141,100.0,1,1,8.0,1.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,61.8,64.0,67.4,,69.4,,,59.2,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,100.0,1,1,8.0,1.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,61.8,64.0,67.4,,69.4,,,59.2,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-14.0
Kyle Maxwell,98110,WR,LA TECH,1,-100.0,0,1,208,100.0,1,1,36.0,3.6,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,70.7,63.7,71.1,77.0,,77.1,67.1,,,,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,35,35.0,100.0,1,1,36.0,3.6,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,66.7,62.4,64.1,76.9,,77.1,59.7,,,,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,35,35.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,61.0,56.6,71.3,,,68.5,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,41.8,70.9,,,53.9,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-35.0
Jakarius Caston,145419,WR,SO MISS,1,0.0,0,1,296,100.0,1,1,33.0,3.2,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,73.1,64.6,77.0,78.8,,75.9,73.5,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,61.0,63.5,78.0,,,62.9,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,33.0,3.2,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,73.1,64.6,84.7,73.7,,75.9,78.2,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,61.0,68.7,69.3,,,66.9,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Marion Lukes,145697,HB,C MICHIGAN,1,0.0,0,1,134,,0,0,,6.4,0,0,,,0,0,,1,100.0,0,0,,,66.7,35.2,68.3,77.5,,,61.7,,68.3,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,34.4,72.5,75.8,,,67.2,,69.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,6.4,0,0,,,0,0,,1,100.0,0,0,,,,60.3,52.9,73.7,,,54.8,,57.3,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,59.7,65.2,,,58.6,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Porter Wilson,98463,P,DUKE,1,-100.0,0,1,154,100.0,1,1,-3.0,2.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,60.6,70.3,,60.6,,,,,,0,0,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,100.0,1,1,-3.0,2.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,60.6,70.3,,60.6,,,,,,0,0,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-11.0
Ben Gulbranson,131734,QB,OREGON ST,1,100.0,0,1,265,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,65.5,61.1,66.6,,,,,60.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,65.5,61.1,66.6,,,,,60.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-1.0,1.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0,100.0,1,1,-1.0,1.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,6.0
Robby Ashford,131702,QB,AUBURN,1,0.0,0,1,115,0.0,1,1,15.0,2.1,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,65.9,49.3,69.5,,33.8,,,66.8,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,65.5,72.7,69.1,,,,,66.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,15.0,2.1,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,32.8,63.6,,33.8,,,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Brock Vandagriff,146713,QB,GEORGIA,1,100.0,0,1,173,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,,,60.3,58.9,70.1,,57.7,,,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,,,60.3,58.9,70.1,,57.7,,,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,100.0,1,1,-1.0,1.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,0,100.0,1,1,-1.0,1.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,5.0
Pryce Yates,147408,ED,UCONN,1,-100.0,0,1,146,,0,0,,,0,0,,,0,0,,0,0.0,0,0,67.7,78.1,,,,,71.5,,,65.2,,64.9,71.5,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-5.0,1.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,64.8,76.8,,60.3,60.5,60.0,71.5,60.6,,61.0,,64.9,71.5,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,67.2,74.3,,,,,,,,66.2,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-5.0,1.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,58.4,67.8,,60.3,60.5,60.0,,60.6,,58.2,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,-4.0
Andrew Schorfhaar,129633,QB,MICH STATE,1,100.0,0,1,223,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,60.0,65.5,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,60.0,65.5,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-4.0,1.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,54.8,63.6,,55.3,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-4,-4.0,0,100.0,1,1,-4.0,1.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,54.8,63.6,,55.3,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-4,-4.0,-4.0
Khaleb Hood,97159,WR,GA SOUTHRN,1,0.0,0,1,174,,0,1,,3.8,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,56.4,66.9,57.5,78.1,,60.0,56.7,,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,1,,3.8,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,77.5,66.4,63.6,77.6,,60.0,62.6,,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,24.5,61.0,41.1,72.3,,,43.7,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,55.8,67.7,,,57.0,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
